柔軟	róuruăn	supple	我們說：「需要一個強壯的背脊，但柔軟的顏面。」
事件	shìjiàn	event	裏面記錄了一些具有複雜背景的事件。你很難從這些數據中找到你想要的東西，
腔調	qiāngdiào	accent	我會擔心大家說話的腔調，
昏	hūn	dusk	然後跟中世度裡另一個物體如石頭碰上的話, 它將被撞倒昏掉。
受訓	shòuxùn	Trained	員工也需要受訓，也要找好的管理人才，以及策略合作的伙伴
風光	fēngguāng	Scenery	中間那個男人就沒那麼風光了 (圖標: 恐怖分子)
領會	lǐnghuì	Understand	從她們身上領會堅持不懈的含義
主宰	zhŭzăi	dominate	在圖片右邊的宏觀世界中，萬有引力主宰一切。愛因斯坦已經闡明這一點。
阻力	zŭlì	resistance	但仍然必須擁有低的阻力系數才會有好的公路續航力。
切磋	qiēcuō	compare notes	和其他科學家一起切磋
訴苦	sùkŭ	grumble	還有，他也曾向休厄爾訴苦
名下	míngxià	Name	把他們的存款存在馬多夫（旁氏騙局，美國歷史上最大的欺詐案）名下
肉麻	ròumá	disgusting	我知道這很肉麻，我也不知道我為什麼要告訴你們這件事，
萬萬	wànwàn	absolutely	我選擇相信照片，千千萬萬的美國人也是如此。
風暴	fēngbào	storm	當我發現另外一個超級風暴胞正在附近形成時，便打電話告訴家人
面孔	miànkǒng	face	那實際上是一個完全依據她的面孔，由電腦渲染產生的結果。
管子	guănzi	pipe	扯出裡面的導火線，把這些導火線扎在一起，放在管子的後部，
契機	qìjī	Opportunity	視頻：但是我，是的，我認為，在罷工繼續之際，有這麼一個契機，
抵	dǐ	resist	困難之處在於抵達那邊，而很明顯的，關鍵是進入環地軌道的花費。
寓言	yùyán	fable	頭腦深深思考了寓言的意涵，會影響行為嗎?
泉源	quányuán	springhead	我們只派你當拉罕，當眾人之中的善心泉源。」
運行	yùnxíng	run	而另一隻是在牆上運行。你能看出哪一隻是在水平上和哪一隻在牆上？
專員	zhuānyuán	commissioner	突然之間，我總是在電話上跟我的股票與地產專員說話，
鎮壓	zhènyā	repression	鎮壓者強迫把南非荷蘭語作為溝通的媒介。
市容	shìróng	City	[畫面字幕]彩繪市容&人人平等
駐	zhù	stop	答案就在以下我爸爸講給我的一個故事裏。他曾經是英國空軍駐軍
衝突	chōngtú	conflict	順道一提，我從未搞懂為什麼抽象主義和自然主義之間會有衝突，
夢見	mèngjiàn	dream	他曾寫出像「機器人是否會夢見機器羊？」這樣精采的作品，
兼職	jiānzhí	Part-time	因為他的背，他只能做一些兼職，
窯	yáo	kiln	但是有趣的是：我們的陶瓷要在高溫窯爐中燒製，
病情	bìngqíng	illness	但實際上又不可說全屬自然，因為我們發現病情亦可以轉好，
實例	shílì	instance	他研發出一套讓機器人從實例中學習的新技術
木刻	mùkē	woodcut	賣的通常為小型木刻或者火柴盒，
機警	jījǐng	Alert	相當機警的飛行者。
影射	yǐngshè	insinuating	當然也導致了官司訴訟。（以上例子影射微軟公司）
同鄉	tóngxiāng	Fellow	你的同鄉。你必需擁有一顆中國人所說的"仁愛之心，
勝地	shèngdì	Resort	相信我，真的很爛。我打算轉往熱門滑板勝地發展
悔恨	huǐhèn	remorse	但是我很矛盾,因為,當我感到悔恨的時候,我很興奮,
辛酸	xīnsuān	bitterness	但辛酸的經歴令你透不過氣來。
奉獻	fèngxiàn	dedication	將為非洲持續帶來一股力量，讓非洲自豪，並全心奉獻給非洲。
榮譽	róngyù	honor	“我認知這份簡短調查遵行麻省理工學院的榮譽準則”
水泥	shuǐní	cement	因為不管發明在什麼上面都無所謂，所以我就把它放在水泥塊上
華人	huárén	Chinese	我們必須將華人趨離這個國家的其中一個理由。
景象	jǐngxiàng	sight	這個景象實在太美了,就像彩虹的亮光,金黃色的,像珠寶一樣的顏色,
耳光	ěrguāng	slap	你看到它, 就像被搧了一個耳光一樣
何在	hézài	Where is it?	我們應該如何在這個世界上思考，雖然自然界並沒有把我們設計成這樣思考。
到頭來	dàotóulái	In summary	而其中藝術的本質，到頭來，都會導致心中的苦悶
服從	fúcóng	obey	「伊斯蘭」即是「服從」，或是說「為服從真主的意志而放棄自我利益」。
公安	gōngān	public security	你可以找到最新的公安事件
倚	yǐ	rely on	但我們要是相信人可以搞出一個全然功績,不偏不倚的社會
圍繞	wéirào	enclose	總之，這句話變成"上帝坐在自行車上，天使們圍繞在旁"
色澤	sèzé	Color	外表是如此柔軟、甜美又帶點略焦的煙燻色澤，
先後	xiānhòu	successively	而且他們的故事情節有嚴謹的發生時間先後。
日益	rìyì	increasingly	一個是日益嚴重的不平等 (國家間的不平等)
略	lüè	outline	這個點子是--因為大家易忽略白色--就像鉛筆畫一樣，你知道吧？
馬鈴薯	mălíngshŭ	potato	因此我種植這種馬鈴薯，為它傳播基因，用更多的田來繁殖它。
搏鬥	bódòu	wrestle	經驗和挑戰搏鬥，還有極限和失去
爐子	lúzi	stove	就是如果你的屋子不需要爐子來提供熱能的話，
瞞	mán	deceive	“我的親愛的，這種感覺我一點也無法隱瞞，無法隱藏，無法隱藏。”
思念	sīniàn	miss	被放在不是故鄉的地方，不想被思念。
光顧	guānggù	Patronize	所以下次你們光顧雜貨店時,請考慮買本地食材,
基地	jīdì	base	我覺得我可以把基地台設在分行上面，這樣就形成了通訊網路。
票	piào	ticket	這將會是一個非常一般的指示牌，字面上它說，請投票給希特勒。 而再沒其他。
將	jiāng	will	很少人能夠結合這些後自成一格，也是最重要的事情，感到無比的自信，並將它放在一個組合中，然後去承擔一些瘋狂的風險。
鼻涕	bítì	snot	她都可以坐在我的膝蓋上, 把鼻涕弄得我袖子上到處都是
慈善	císhàn	charitable	讓你可以為慈善捐款來幫助瓜地馬拉的孩子們，讓他們能接受教育。
改良	găiliáng	improve	我們要先進行測試，要進到實驗試裡再試驗個幾次，還得要改良，
成衣	chéngyī	Garments	打工的地方, 譬如成衣業、玩具業
柄	bǐng	shank	“我想用這些箭頭換你做好的箭柄。我們對半分吧。“
旋轉	xuánzhuăn	revolve	接著, 利用向量分析, 旋轉的對稱性 來簡化, 你可得到到第二組.
取材	qŭcái	Drawn	這件事帶出了一系列的 "不" 的塗鴉訊息，從那本書取材
但	dàn	but	但如果情況不是那麼順利的話，我就會像李文和一樣被關起來了。（李文和因洩漏國家研究計畫內容入獄）
協議	xiéyì	agreement	如果各國都同意執行京都協議，每年要花費大約一千五百億美元
譬如	pìrú	such as	譬如說，電腦介面似乎缺乏了一些應有的東西，以至於沒辦法深深打動使用者的芳心。
所在	suǒzài	location	這問題歸結起來就是去發現小行星，爾後到達它所在的地方并對其採取一定措施。
據	jù	occupy	「他們應該據此拍一部電影：他們把思想植入人腦，然後控制那些人去實現他們的目的。稱之為《植入記憶》」
折騰	zhéténg	toss	不要折騰到這麼遠的地方--來參加這個論壇。
貫徹	guànchè	implement	這裡是一塊標語牌，上面寫著“貫徹執行《人口與計劃生育法》
卵	luăn	ovum	一種翻遍所有卵石（千方百計的意思，在此有暗喻破壞環境或過於細緻的隱喻）
爭議	zhēngyì	controversy	我的照片通過反映他們正努力解決的有爭議的社會問題，
均	jūn	equal	「四週內，我就賺的比法蘭克·蘭帕德和史蒂芬·傑拉德還多囉（均為英超足球選手）
增進	zēngjìn	enhance	這些原則上都促成我們的能力 ，我們也有機會增進這些能力
暴露	pùlù	exposure	或者，我也可以使動物暴露在完全無意義，且有害的聲音環境之下。
聯	lián	join	皮洛西(美國衆議院議長),瑞德(聯邦參議院多數黨領袖),他們都不知道自己再胡說些什麼(三人都在推動環保能源法案)
入世	rùshì	Accession to the WTO	我希望看到它進入世界上每一所大學，每一個教堂，每一個清真寺和每一個猶太教會
名額	míngé	Places	爭取留在隊中的名額。
愛國	àiguó	Patriotic	他是否承認在美國的人們會擁有同等的公民權和愛國主義
失	shī	lose	政治家的心態就是這是一個“零和”心態，即一方有所得，另外一方必然有所損失，得失相加等於零。
終結	zhōngjié	end	例如有最終結果 - 東西從印刷公司回來製作得好，
聯想	liánxiăng	association	因為當人們想到建築師，大部分人會聯想到一個灰髮斑斑的白人
隔閡	géhé	estrangement	跨越年齡隔閡，跨越收入差距，跨越文化差異
里程	lǐchéng	mileage	像是信用卡公司的刷卡專案、航空公司的里程計畫、優惠券等等
巡視	xúnshì	Visits	他們在新的現代化工廠巡視中，
委屈	wěiqū	grievance	但在我們的光環底下也有委屈。」
候選人	hòuxuănré	candidate	像選美比賽候選人的媽媽一樣，每次寶貝答對一個問題就鼓掌。
沉重	chénzhòng	heaviness	如果每個人都應該跟別人不一樣的話，我們都在背負數十億人給予的沉重壓力，
終究	zhōngjiù	eventually	無神的世界裡，我們認為「如果這是一個重要的想法，我終究會遇上的
憧憬	chōngjǐng	yearning	我和一群年輕人合作 他們滿懷希望，對未來有所憧憬
例外	lìwài	exception	因為如你們所知道的，以色列給每個人配置了防毒面具，連嬰兒也不例外。
鑼	luó	gong	在美國，歐洲的大街小巷敲鑼打鼓，舉行盛大遊行，
果樹	guǒshù	fruit tree	就能大概知道這棵果樹在進行多少光合作用，
生火	shēnghuǒ	firing	若你的房子發生火災 他們會衝進去救你出來
聚餐	jùcān	Dinner	「沒問題，我只需要調整我們家庭聚餐時間就行。
弟兄	dìxiōng	brothers	因此，套用一個幫派弟兄的話，這理論就清楚明白了
好學	hàoxué	Studious	一直都是在最好的學校先行測試, 城市裡的最好學校
獻身	xiànshēn	Devoted	許多人為天主教獻身，也有許多為伊斯蘭。
不光	bùguāng	Not	這是一個結構上的要素. 但是它不光是為了結構而設計,
昆蟲	kūnchóng	insect	地球上的每一個生物體 -- 每一隻昆蟲, 每一個細菌, 每一棵植物,
只得	zhǐděi	Had	還是沒有得到真正的答案。只得到一些搪塞之詞。
家屬	jiāshŭ	dependents	但是想在世貿遺址上，為受難者家屬搭建一個觀景平台，
梳	shū	comb	然後我說 “ 快去梳妝打理好,我們要去一個葬禮,我們有工作要做。"
失落	shīluò	lose	根本就不該在那兒出現，因此我們稱它為失落的城市
有形	yǒuxíng	tangible	現在我們已經把大廳裡所有形成視覺干擾的元素都除去了，
序幕	xùmù	prologue	在拉開序幕的那一刻，舞台上會是由機器來表演
自滿	zìmăn	complacent	我們可以自以為是，我們可以自滿
俱全	jùquán	Taste	廚師把昆蟲變成色香味俱全的菜。
盛	shèng	flourishing	也就是妳們所知的"紐約市"裡面的"華盛頓高地"(美裔多明尼加人的聚集地)
當局	dāngjú	authorities	此時，紐約市立學院當局開始厭倦我在那兒讀書了。
旁聽	pángtīng	audit	我能不能去旁聽，看看你們都在做什麼呢？
鞏固	gǒnggù	solidify	進而對症下藥，不只是求生存而是要鞏固它
遺棄	yíqì	abandon	就像那隻帶我到這裡來、被遺棄的狗一樣被人遺忘，但我們應該拯救它。
核准	hézhŭn	Approved	這個實驗是醫學研究倫理委員會核准的；岔題一下，他們有領薪水。
寫實	xiěshí	Realistic	這些，實際上都會被我們用來創造數位虛擬的寫實人物。
暢銷	chàngxiāo	Selling	并列入《商業週刊》的精裝書暢銷榜中。
叫好	jiàohăo	applaud	只有有房有車的生活才叫好生活
內涵	nèihán	connotation	女性們未曾像今日這般，受良好教育、豐富內涵、能力強。
刑事	xíngshì	criminal	刑事案件中，當受害者是白人，被告被判死刑的機率
登場	dēngchăng	Debut	原子彈登場了。（蘇聯宣佈一個核武器爆炸測試）
傳遞	chuándì	deliver	因此，從本質上來說，我們看到的是第四種傳遞框架 (圖中右上)
簡化	jiănhuà	simplification	接著, 利用向量分析, 旋轉的對稱性 來簡化, 你可得到到第二組.
損壞	sŭnhuài	damage	這個區域一旦損壞，你就失去了識別面孔的能力。對吧？
脆弱	cuìruò	frail	--讓我們感覺非常不平凡.但同時也讓我們感覺到自己的脆弱,
起步	qǐbù	Start	目前人類對於基因學的研究才剛起步，就跟我們對大腦的研究一樣，
淒涼	qīliáng	dreariness	因為大蕭條太淒涼了
靴子	xuēzi	boots	當我爬進這件外套裡，它會從靴子蓋到手套
寡婦	guăfù	widow	我不記得我上次想到孤兒和寡婦是什麼時候。
